Student ID,Quarter,Period,Incident Type,Action Taken,Incident Count
STU0070,Q2,Q2 2023,Phone Violation,Office Referral,1
STU0070,Q2,Q2 2023,Refusal to Work,Warning,1
STU0070,Q3,Q3 2023,Conflict,Parent Contact,1
STU0070,Q3,Q3 2023,Disrespect,Lunch Detention,1
STU0070,Q3,Q3 2023,Conflict,Warning,1
STU0070,Q3,Q3 2023,Phone Violation,Warning,1
STU0070,Q3,Q3 2023,Phone Violation,Parent Contact,1
STU0070,Q3,Q3 2023,Horseplay,Lunch Detention,1
STU0070,Q4,Q4 2023,Disrespect,Office Referral,1
STU0070,Q4,Q4 2023,Disruption,Lunch Detention,1
STU0070,Q4,Q4 2023,Conflict,Office Referral,1
STU0070,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0070,Q4,Q4 2023,Phone Violation,Office Referral,1
STU0070,Q4,Q4 2023,Phone Violation,Office Referral,1
STU0070,Q4,Q4 2023,Phone Violation,Warning,1
STU0070,Q4,Q4 2023,Horseplay,Lunch Detention,1
STU0070,Q4,Q4 2023,Refusal to Work,Conference,1
STU0070,Q4,Q4 2023,Disrespect,Lunch Detention,1
STU0071,Q1,Q1 2023,Phone Violation,Conference,1
STU0071,Q1,Q1 2023,Disruption,Parent Contact,1
STU0071,Q3,Q3 2023,Horseplay,Warning,1
STU0072,Q1,Q1 2023,Disrespect,Lunch Detention,1
STU0072,Q1,Q1 2023,Disruption,Parent Contact,1
STU0072,Q1,Q1 2023,Horseplay,Parent Contact,1
STU0072,Q1,Q1 2023,Phone Violation,Office Referral,1
STU0072,Q2,Q2 2023,Refusal to Work,Conference,1
STU0072,Q3,Q3 2023,Disrespect,Conference,1
STU0072,Q3,Q3 2023,Refusal to Work,Office Referral,1
STU0072,Q3,Q3 2023,Disrespect,Office Referral,1
STU0072,Q4,Q4 2023,Conflict,Conference,1
STU0073,Q1,Q1 2023,Conflict,Parent Contact,1
STU0073,Q1,Q1 2023,Phone Violation,Parent Contact,1
STU0073,Q1,Q1 2023,Refusal to Work,Lunch Detention,1
STU0073,Q1,Q1 2023,Disrespect,Parent Contact,1
STU0073,Q2,Q2 2023,Horseplay,Office Referral,1
STU0073,Q3,Q3 2023,Phone Violation,Warning,1
STU0075,Q2,Q2 2023,Horseplay,Warning,1
STU0075,Q3,Q3 2023,Refusal to Work,Parent Contact,1
STU0076,Q3,Q3 2023,Disrespect,Office Referral,1
STU0077,Q1,Q1 2023,Phone Violation,Conference,1
STU0077,Q3,Q3 2023,Conflict,Office Referral,1
STU0077,Q3,Q3 2023,Refusal to Work,Office Referral,1
STU0080,Q2,Q2 2023,Refusal to Work,Office Referral,1
STU0080,Q2,Q2 2023,Refusal to Work,Parent Contact,1
STU0080,Q2,Q2 2023,Disruption,Conference,1
STU0080,Q2,Q2 2023,Disruption,Parent Contact,1
STU0080,Q3,Q3 2023,Horseplay,Warning,1
STU0080,Q4,Q4 2023,Horseplay,Parent Contact,1
STU0080,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0081,Q1,Q1 2023,Disrespect,Office Referral,1
STU0081,Q2,Q2 2023,Phone Violation,Office Referral,1
STU0081,Q2,Q2 2023,Phone Violation,Conference,1
STU0081,Q3,Q3 2023,Disruption,Conference,1
STU0082,Q3,Q3 2023,Disruption,Lunch Detention,1
STU0083,Q1,Q1 2023,Phone Violation,Lunch Detention,1
STU0083,Q1,Q1 2023,Phone Violation,Warning,1
STU0083,Q2,Q2 2023,Conflict,Office Referral,1
STU0083,Q2,Q2 2023,Phone Violation,Parent Contact,1
STU0083,Q2,Q2 2023,Refusal to Work,Warning,1
STU0083,Q3,Q3 2023,Conflict,Parent Contact,1
STU0083,Q3,Q3 2023,Horseplay,Warning,1
STU0083,Q4,Q4 2023,Refusal to Work,Lunch Detention,1
STU0084,Q1,Q1 2023,Horseplay,Warning,1
STU0084,Q1,Q1 2023,Refusal to Work,Warning,1
STU0084,Q1,Q1 2023,Disrespect,Parent Contact,1
STU0084,Q2,Q2 2023,Conflict,Conference,1
STU0084,Q3,Q3 2023,Conflict,Lunch Detention,1
STU0084,Q3,Q3 2023,Conflict,Conference,1
STU0084,Q3,Q3 2023,Conflict,Office Referral,1
STU0084,Q3,Q3 2023,Disrespect,Conference,1
STU0084,Q3,Q3 2023,Disrespect,Parent Contact,1
STU0084,Q4,Q4 2023,Disrespect,Warning,1
STU0084,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0084,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0084,Q4,Q4 2023,Phone Violation,Conference,1
STU0084,Q4,Q4 2023,Disrespect,Lunch Detention,1
STU0084,Q4,Q4 2023,Conflict,Lunch Detention,1
STU0087,Q3,Q3 2023,Horseplay,Conference,1
STU0088,Q2,Q2 2023,Horseplay,Conference,1
STU0089,Q1,Q1 2023,Conflict,Warning,1
STU0089,Q2,Q2 2023,Disrespect,Office Referral,1
STU0089,Q3,Q3 2023,Disruption,Lunch Detention,1
STU0089,Q3,Q3 2023,Conflict,Parent Contact,1
STU0089,Q3,Q3 2023,Conflict,Parent Contact,1
STU0089,Q4,Q4 2023,Disrespect,Parent Contact,1
STU0089,Q4,Q4 2023,Conflict,Lunch Detention,1
STU0089,Q4,Q4 2023,Disrespect,Office Referral,1
STU0090,Q1,Q1 2023,Refusal to Work,Parent Contact,1
STU0090,Q1,Q1 2023,Phone Violation,Lunch Detention,1
STU0090,Q2,Q2 2023,Conflict,Office Referral,1
STU0090,Q2,Q2 2023,Refusal to Work,Office Referral,1
STU0090,Q2,Q2 2023,Disruption,Warning,1
STU0090,Q3,Q3 2023,Refusal to Work,Conference,1
STU0090,Q4,Q4 2023,Conflict,Lunch Detention,1
STU0090,Q4,Q4 2023,Conflict,Lunch Detention,1
STU0090,Q4,Q4 2023,Refusal to Work,Office Referral,1
STU0091,Q1,Q1 2023,Horseplay,Conference,1
STU0091,Q1,Q1 2023,Disruption,Warning,1
STU0091,Q1,Q1 2023,Conflict,Office Referral,1
STU0091,Q2,Q2 2023,Conflict,Lunch Detention,1
STU0091,Q3,Q3 2023,Disruption,Conference,1
STU0091,Q4,Q4 2023,Refusal to Work,Parent Contact,1
STU0091,Q4,Q4 2023,Refusal to Work,Parent Contact,1
STU0091,Q4,Q4 2023,Refusal to Work,Lunch Detention,1
STU0092,Q1,Q1 2023,Horseplay,Lunch Detention,1
STU0092,Q1,Q1 2023,Horseplay,Conference,1
STU0092,Q1,Q1 2023,Phone Violation,Parent Contact,1
STU0092,Q1,Q1 2023,Phone Violation,Office Referral,1
STU0092,Q3,Q3 2023,Horseplay,Warning,1
STU0092,Q3,Q3 2023,Disruption,Warning,1
STU0092,Q3,Q3 2023,Conflict,Office Referral,1
STU0092,Q3,Q3 2023,Disruption,Warning,1
STU0092,Q3,Q3 2023,Disrespect,Office Referral,1
STU0092,Q4,Q4 2023,Refusal to Work,Warning,1
STU0092,Q4,Q4 2023,Refusal to Work,Parent Contact,1
STU0093,Q1,Q1 2023,Conflict,Parent Contact,1
STU0093,Q1,Q1 2023,Conflict,Lunch Detention,1
STU0093,Q1,Q1 2023,Disrespect,Lunch Detention,1
STU0093,Q1,Q1 2023,Disruption,Lunch Detention,1
STU0093,Q1,Q1 2023,Horseplay,Warning,1
STU0093,Q2,Q2 2023,Horseplay,Parent Contact,1
STU0093,Q3,Q3 2023,Disruption,Office Referral,1
STU0093,Q3,Q3 2023,Conflict,Lunch Detention,1
STU0093,Q3,Q3 2023,Conflict,Parent Contact,1
STU0093,Q3,Q3 2023,Refusal to Work,Warning,1
STU0093,Q3,Q3 2023,Conflict,Warning,1
STU0093,Q4,Q4 2023,Disruption,Parent Contact,1
STU0093,Q4,Q4 2023,Refusal to Work,Warning,1
STU0093,Q4,Q4 2023,Disrespect,Conference,1
STU0093,Q4,Q4 2023,Disrespect,Conference,1
STU0094,Q1,Q1 2023,Conflict,Office Referral,1
STU0094,Q1,Q1 2023,Disruption,Warning,1
STU0094,Q1,Q1 2023,Conflict,Lunch Detention,1
STU0094,Q1,Q1 2023,Disruption,Office Referral,1
STU0094,Q1,Q1 2023,Conflict,Parent Contact,1
STU0094,Q1,Q1 2023,Refusal to Work,Warning,1
STU0094,Q2,Q2 2023,Disrespect,Office Referral,1
STU0094,Q2,Q2 2023,Disruption,Warning,1
STU0094,Q2,Q2 2023,Disruption,Lunch Detention,1
STU0094,Q2,Q2 2023,Horseplay,Lunch Detention,1
STU0094,Q2,Q2 2023,Disrespect,Office Referral,1
STU0094,Q2,Q2 2023,Disrespect,Parent Contact,1
STU0094,Q2,Q2 2023,Disruption,Conference,1
STU0094,Q2,Q2 2023,Phone Violation,Warning,1
STU0094,Q3,Q3 2023,Phone Violation,Parent Contact,1
STU0094,Q3,Q3 2023,Refusal to Work,Lunch Detention,1
STU0094,Q3,Q3 2023,Conflict,Parent Contact,1
STU0094,Q3,Q3 2023,Conflict,Parent Contact,1
STU0094,Q4,Q4 2023,Refusal to Work,Conference,1
STU0094,Q4,Q4 2023,Conflict,Office Referral,1
STU0094,Q4,Q4 2023,Disrespect,Warning,1
STU0094,Q4,Q4 2023,Disruption,Parent Contact,1
STU0094,Q4,Q4 2023,Disruption,Conference,1
STU0095,Q1,Q1 2023,Conflict,Office Referral,1
STU0095,Q1,Q1 2023,Horseplay,Office Referral,1
STU0095,Q1,Q1 2023,Horseplay,Parent Contact,1
STU0095,Q1,Q1 2023,Disrespect,Lunch Detention,1
STU0095,Q1,Q1 2023,Conflict,Warning,1
STU0095,Q2,Q2 2023,Disrespect,Conference,1
STU0095,Q2,Q2 2023,Phone Violation,Conference,1
STU0095,Q2,Q2 2023,Conflict,Conference,1
STU0095,Q2,Q2 2023,Horseplay,Warning,1
STU0095,Q3,Q3 2023,Conflict,Lunch Detention,1
STU0095,Q3,Q3 2023,Disrespect,Conference,1
STU0095,Q3,Q3 2023,Phone Violation,Conference,1
STU0095,Q4,Q4 2023,Disrespect,Office Referral,1
STU0095,Q4,Q4 2023,Horseplay,Warning,1
STU0095,Q4,Q4 2023,Disrespect,Office Referral,1
STU0095,Q4,Q4 2023,Refusal to Work,Warning,1
STU0096,Q1,Q1 2023,Disrespect,Office Referral,1
STU0096,Q1,Q1 2023,Conflict,Conference,1
STU0096,Q1,Q1 2023,Disruption,Conference,1
STU0096,Q1,Q1 2023,Disruption,Lunch Detention,1
STU0096,Q1,Q1 2023,Horseplay,Parent Contact,1
STU0096,Q1,Q1 2023,Refusal to Work,Conference,1
STU0096,Q2,Q2 2023,Refusal to Work,Lunch Detention,1
STU0096,Q2,Q2 2023,Phone Violation,Parent Contact,1
STU0096,Q2,Q2 2023,Refusal to Work,Warning,1
STU0096,Q2,Q2 2023,Disruption,Conference,1
STU0096,Q3,Q3 2023,Disruption,Warning,1
STU0096,Q3,Q3 2023,Horseplay,Parent Contact,1
STU0096,Q3,Q3 2023,Disruption,Warning,1
STU0096,Q3,Q3 2023,Refusal to Work,Conference,1
STU0096,Q4,Q4 2023,Horseplay,Conference,1
STU0096,Q4,Q4 2023,Refusal to Work,Office Referral,1
STU0096,Q4,Q4 2023,Conflict,Office Referral,1
STU0097,Q1,Q1 2023,Disruption,Conference,1
STU0097,Q1,Q1 2023,Phone Violation,Conference,1
STU0097,Q2,Q2 2023,Disrespect,Lunch Detention,1
STU0097,Q3,Q3 2023,Disruption,Lunch Detention,1
STU0097,Q3,Q3 2023,Disruption,Conference,1
STU0097,Q4,Q4 2023,Disrespect,Parent Contact,1
STU0097,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0098,Q1,Q1 2023,Refusal to Work,Conference,1
STU0098,Q1,Q1 2023,Conflict,Warning,1
STU0098,Q1,Q1 2023,Horseplay,Office Referral,1
STU0098,Q2,Q2 2023,Conflict,Parent Contact,1
STU0098,Q2,Q2 2023,Disruption,Parent Contact,1
STU0098,Q2,Q2 2023,Disruption,Office Referral,1
STU0098,Q2,Q2 2023,Disruption,Office Referral,1
STU0098,Q2,Q2 2023,Phone Violation,Conference,1
STU0098,Q2,Q2 2023,Disruption,Lunch Detention,1
STU0098,Q2,Q2 2023,Conflict,Parent Contact,1
STU0098,Q3,Q3 2023,Disruption,Warning,1
STU0098,Q3,Q3 2023,Conflict,Parent Contact,1
STU0098,Q3,Q3 2023,Conflict,Warning,1
STU0098,Q4,Q4 2023,Disrespect,Office Referral,1
STU0098,Q4,Q4 2023,Horseplay,Conference,1
STU0098,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0098,Q4,Q4 2023,Disrespect,Lunch Detention,1
STU0099,Q1,Q1 2023,Disrespect,Lunch Detention,1
STU0099,Q2,Q2 2023,Conflict,Warning,1
STU0099,Q3,Q3 2023,Disruption,Lunch Detention,1
STU0099,Q3,Q3 2023,Refusal to Work,Lunch Detention,1
STU0099,Q4,Q4 2023,Phone Violation,Warning,1
STU0099,Q4,Q4 2023,Horseplay,Conference,1
STU0099,Q4,Q4 2023,Conflict,Warning,1
STU0099,Q4,Q4 2023,Refusal to Work,Office Referral,1
STU0100,Q1,Q1 2023,Phone Violation,Lunch Detention,1
STU0100,Q1,Q1 2023,Disruption,Office Referral,1
STU0100,Q2,Q2 2023,Phone Violation,Parent Contact,1
STU0100,Q2,Q2 2023,Horseplay,Parent Contact,1
STU0100,Q2,Q2 2023,Horseplay,Warning,1
STU0100,Q2,Q2 2023,Phone Violation,Warning,1
STU0100,Q2,Q2 2023,Disrespect,Conference,1
STU0100,Q2,Q2 2023,Disruption,Warning,1
STU0100,Q3,Q3 2023,Disruption,Parent Contact,1
STU0100,Q4,Q4 2023,Disruption,Office Referral,1
STU0100,Q4,Q4 2023,Horseplay,Office Referral,1
STU0101,Q3,Q3 2023,Disrespect,Parent Contact,1
STU0101,Q3,Q3 2023,Disruption,Conference,1
STU0102,Q1,Q1 2023,Conflict,Office Referral,1
STU0102,Q1,Q1 2023,Disrespect,Lunch Detention,1
STU0102,Q1,Q1 2023,Disrespect,Office Referral,1
STU0102,Q1,Q1 2023,Conflict,Lunch Detention,1
STU0102,Q2,Q2 2023,Horseplay,Warning,1
STU0102,Q2,Q2 2023,Phone Violation,Lunch Detention,1
STU0102,Q2,Q2 2023,Disruption,Conference,1
STU0102,Q2,Q2 2023,Conflict,Warning,1
STU0102,Q2,Q2 2023,Disrespect,Parent Contact,1
STU0102,Q2,Q2 2023,Phone Violation,Warning,1
STU0102,Q2,Q2 2023,Refusal to Work,Warning,1
STU0102,Q2,Q2 2023,Refusal to Work,Lunch Detention,1
STU0102,Q2,Q2 2023,Horseplay,Lunch Detention,1
STU0102,Q3,Q3 2023,Disruption,Conference,1
STU0102,Q3,Q3 2023,Refusal to Work,Warning,1
STU0102,Q3,Q3 2023,Horseplay,Parent Contact,1
STU0102,Q3,Q3 2023,Horseplay,Conference,1
STU0102,Q3,Q3 2023,Horseplay,Conference,1
STU0102,Q4,Q4 2023,Disrespect,Office Referral,1
STU0102,Q4,Q4 2023,Horseplay,Conference,1
STU0102,Q4,Q4 2023,Refusal to Work,Parent Contact,1
STU0102,Q4,Q4 2023,Conflict,Conference,1
STU0103,Q1,Q1 2023,Disrespect,Parent Contact,1
STU0103,Q2,Q2 2023,Disruption,Office Referral,1
STU0103,Q2,Q2 2023,Disruption,Parent Contact,1
STU0103,Q2,Q2 2023,Phone Violation,Lunch Detention,1
STU0103,Q2,Q2 2023,Conflict,Warning,1
STU0103,Q2,Q2 2023,Horseplay,Warning,1
STU0103,Q2,Q2 2023,Conflict,Office Referral,1
STU0103,Q3,Q3 2023,Conflict,Lunch Detention,1
STU0103,Q3,Q3 2023,Disruption,Parent Contact,1
STU0104,Q1,Q1 2023,Phone Violation,Parent Contact,1
STU0104,Q2,Q2 2023,Refusal to Work,Office Referral,1
STU0104,Q2,Q2 2023,Disruption,Parent Contact,1
STU0104,Q3,Q3 2023,Conflict,Lunch Detention,1
STU0104,Q3,Q3 2023,Disruption,Warning,1
STU0104,Q3,Q3 2023,Disrespect,Conference,1
STU0104,Q3,Q3 2023,Refusal to Work,Lunch Detention,1
STU0104,Q3,Q3 2023,Refusal to Work,Warning,1
STU0104,Q4,Q4 2023,Phone Violation,Warning,1
STU0104,Q4,Q4 2023,Phone Violation,Parent Contact,1
STU0104,Q4,Q4 2023,Conflict,Office Referral,1
STU0104,Q4,Q4 2023,Disruption,Conference,1
STU0105,Q1,Q1 2023,Phone Violation,Warning,1
STU0105,Q1,Q1 2023,Refusal to Work,Parent Contact,1
STU0105,Q2,Q2 2023,Disrespect,Lunch Detention,1
STU0105,Q2,Q2 2023,Horseplay,Lunch Detention,1
STU0105,Q4,Q4 2023,Refusal to Work,Lunch Detention,1
STU0105,Q4,Q4 2023,Horseplay,Office Referral,1
STU0106,Q1,Q1 2023,Horseplay,Parent Contact,1
STU0106,Q1,Q1 2023,Disruption,Parent Contact,1
STU0106,Q1,Q1 2023,Disrespect,Conference,1
STU0106,Q2,Q2 2023,Disruption,Parent Contact,1
STU0106,Q3,Q3 2023,Disruption,Parent Contact,1
STU0106,Q3,Q3 2023,Refusal to Work,Office Referral,1
STU0106,Q3,Q3 2023,Horseplay,Office Referral,1
STU0106,Q4,Q4 2023,Disruption,Conference,1
STU0107,Q1,Q1 2023,Horseplay,Parent Contact,1
STU0107,Q1,Q1 2023,Refusal to Work,Lunch Detention,1
STU0107,Q2,Q2 2023,Refusal to Work,Lunch Detention,1
STU0107,Q2,Q2 2023,Disruption,Warning,1
STU0107,Q2,Q2 2023,Disrespect,Lunch Detention,1
STU0107,Q2,Q2 2023,Conflict,Conference,1
STU0107,Q3,Q3 2023,Disruption,Parent Contact,1
STU0107,Q3,Q3 2023,Horseplay,Parent Contact,1
STU0107,Q3,Q3 2023,Disruption,Parent Contact,1
STU0107,Q3,Q3 2023,Horseplay,Office Referral,1
STU0107,Q4,Q4 2023,Phone Violation,Warning,1
STU0107,Q4,Q4 2023,Conflict,Lunch Detention,1
STU0107,Q4,Q4 2023,Horseplay,Parent Contact,1
STU0107,Q4,Q4 2023,Disruption,Office Referral,1
STU0107,Q4,Q4 2023,Refusal to Work,Conference,1
STU0107,Q4,Q4 2023,Conflict,Conference,1
STU0108,Q1,Q1 2023,Disrespect,Warning,1
STU0108,Q1,Q1 2023,Refusal to Work,Warning,1
STU0108,Q1,Q1 2023,Disrespect,Warning,1
STU0108,Q2,Q2 2023,Disruption,Warning,1
STU0108,Q2,Q2 2023,Disrespect,Parent Contact,1
STU0108,Q3,Q3 2023,Disrespect,Office Referral,1
STU0108,Q3,Q3 2023,Horseplay,Warning,1
STU0108,Q3,Q3 2023,Phone Violation,Conference,1
STU0108,Q3,Q3 2023,Horseplay,Warning,1
STU0108,Q3,Q3 2023,Disruption,Warning,1
STU0108,Q4,Q4 2023,Disrespect,Office Referral,1
STU0108,Q4,Q4 2023,Disrespect,Warning,1
STU0108,Q4,Q4 2023,Horseplay,Warning,1
STU0109,Q1,Q1 2023,Disruption,Office Referral,1
STU0109,Q2,Q2 2023,Disruption,Parent Contact,1
STU0109,Q2,Q2 2023,Phone Violation,Office Referral,1
STU0109,Q2,Q2 2023,Conflict,Office Referral,1
STU0109,Q2,Q2 2023,Refusal to Work,Warning,1
STU0109,Q2,Q2 2023,Refusal to Work,Office Referral,1
STU0109,Q2,Q2 2023,Disrespect,Lunch Detention,1
STU0109,Q2,Q2 2023,Disrespect,Parent Contact,1
STU0109,Q3,Q3 2023,Horseplay,Lunch Detention,1
STU0109,Q3,Q3 2023,Refusal to Work,Parent Contact,1
STU0109,Q3,Q3 2023,Disruption,Conference,1
STU0109,Q3,Q3 2023,Phone Violation,Conference,1
STU0109,Q4,Q4 2023,Disrespect,Lunch Detention,1
STU0109,Q4,Q4 2023,Refusal to Work,Office Referral,1
STU0109,Q4,Q4 2023,Phone Violation,Office Referral,1
STU0109,Q4,Q4 2023,Disruption,Warning,1
STU0109,Q4,Q4 2023,Horseplay,Office Referral,1
STU0109,Q4,Q4 2023,Disrespect,Office Referral,1
STU0109,Q4,Q4 2023,Disrespect,Conference,1
STU0110,Q1,Q1 2023,Disrespect,Conference,1
STU0110,Q1,Q1 2023,Disruption,Office Referral,1
STU0110,Q2,Q2 2023,Conflict,Lunch Detention,1
STU0110,Q2,Q2 2023,Refusal to Work,Conference,1
STU0110,Q2,Q2 2023,Refusal to Work,Lunch Detention,1
STU0110,Q3,Q3 2023,Phone Violation,Conference,1
STU0110,Q3,Q3 2023,Horseplay,Office Referral,1
STU0110,Q3,Q3 2023,Horseplay,Parent Contact,1
STU0110,Q3,Q3 2023,Disruption,Lunch Detention,1
STU0110,Q4,Q4 2023,Phone Violation,Parent Contact,1
STU0111,Q3,Q3 2023,Disruption,Lunch Detention,1
STU0111,Q3,Q3 2023,Disruption,Office Referral,1
STU0112,Q3,Q3 2023,Phone Violation,Lunch Detention,1
STU0112,Q3,Q3 2023,Phone Violation,Parent Contact,1
STU0112,Q3,Q3 2023,Disrespect,Warning,1
STU0112,Q4,Q4 2023,Disrespect,Parent Contact,1
STU0113,Q1,Q1 2023,Horseplay,Conference,1
STU0113,Q1,Q1 2023,Conflict,Warning,1
STU0113,Q1,Q1 2023,Disrespect,Conference,1
STU0113,Q3,Q3 2023,Refusal to Work,Lunch Detention,1
STU0113,Q3,Q3 2023,Disrespect,Parent Contact,1
STU0113,Q4,Q4 2023,Disrespect,Conference,1
STU0114,Q1,Q1 2023,Horseplay,Lunch Detention,1
STU0114,Q1,Q1 2023,Phone Violation,Warning,1
STU0114,Q2,Q2 2023,Conflict,Lunch Detention,1
STU0114,Q2,Q2 2023,Phone Violation,Conference,1
STU0114,Q3,Q3 2023,Disrespect,Conference,1
STU0114,Q3,Q3 2023,Disrespect,Office Referral,1
STU0114,Q4,Q4 2023,Phone Violation,Lunch Detention,1
STU0114,Q4,Q4 2023,Disrespect,Office Referral,1
STU0114,Q4,Q4 2023,Disruption,Warning,1
STU0115,Q1,Q1 2023,Disruption,Parent Contact,1
STU0115,Q1,Q1 2023,Phone Violation,Parent Contact,1
STU0115,Q2,Q2 2023,Disruption,Conference,1
STU0115,Q2,Q2 2023,Refusal to Work,Warning,1
STU0115,Q2,Q2 2023,Horseplay,Conference,1
STU0115,Q3,Q3 2023,Disrespect,Parent Contact,1
STU0116,Q1,Q1 2023,Horseplay,Parent Contact,1
STU0116,Q2,Q2 2023,Horseplay,Warning,1
STU0116,Q2,Q2 2023,Disruption,Parent Contact,1
STU0116,Q2,Q2 2023,Phone Violation,Parent Contact,1
STU0116,Q3,Q3 2023,Disruption,Conference,1
STU0116,Q4,Q4 2023,Horseplay,Warning,1
STU0117,Q1,Q1 2023,Horseplay,Office Referral,1
STU0117,Q2,Q2 2023,Phone Violation,Warning,1
STU0117,Q3,Q3 2023,Horseplay,Lunch Detention,1
STU0117,Q3,Q3 2023,Horseplay,Parent Contact,1
STU0117,Q3,Q3 2023,Disrespect,Office Referral,1
STU0117,Q4,Q4 2023,Conflict,Office Referral,1
STU0118,Q1,Q1 2023,Conflict,Lunch Detention,1
STU0118,Q1,Q1 2023,Disrespect,Conference,1
STU0118,Q2,Q2 2023,Conflict,Conference,1
STU0118,Q2,Q2 2023,Horseplay,Parent Contact,1
STU0118,Q3,Q3 2023,Conflict,Conference,1
STU0118,Q3,Q3 2023,Disrespect,Office Referral,1
STU0118,Q3,Q3 2023,Horseplay,Lunch Detention,1
STU0118,Q4,Q4 2023,Disrespect,Parent Contact,1
STU0118,Q4,Q4 2023,Conflict,Warning,1
STU0119,Q1,Q1 2023,Conflict,Conference,1
STU0119,Q3,Q3 2023,Refusal to Work,Conference,1
STU0119,Q4,Q4 2023,Disruption,Parent Contact,1
