Student ID,Quarter,Period,Total School Days,Days Present,Days Absent,Days Tardy,Attendance Rate (%),Chronic Absentee (>10%)
STU0114,Q1,Q1 2023,45,40,5,2,88.9,Yes
STU0114,Q2,Q2 2023,45,39,6,1,86.7,Yes
STU0114,Q3,Q3 2023,45,41,4,1,91.1,No
STU0114,Q4,Q4 2023,45,39,6,2,86.7,Yes
STU0115,Q1,Q1 2023,45,40,5,0,88.9,Yes
STU0115,Q2,Q2 2023,45,41,4,1,91.1,No
STU0115,Q3,Q3 2023,45,42,3,1,93.3,No
STU0115,Q4,Q4 2023,45,41,4,2,91.1,No
STU0116,Q1,Q1 2023,45,34,11,2,75.6,Yes
STU0116,Q2,Q2 2023,45,34,11,4,75.6,Yes
STU0116,Q3,Q3 2023,45,34,11,5,75.6,Yes
STU0116,Q4,Q4 2023,45,34,11,4,75.6,Yes
STU0117,Q1,Q1 2023,45,39,6,0,86.7,Yes
STU0117,Q2,Q2 2023,45,41,4,0,91.1,No
STU0117,Q3,Q3 2023,45,41,4,0,91.1,No
STU0117,Q4,Q4 2023,45,40,5,1,88.9,Yes
STU0118,Q1,Q1 2023,45,41,4,1,91.1,No
STU0118,Q2,Q2 2023,45,41,4,1,91.1,No
STU0118,Q3,Q3 2023,45,43,2,1,95.6,No
STU0118,Q4,Q4 2023,45,42,3,0,93.3,No
STU0119,Q1,Q1 2023,45,42,3,0,93.3,No
STU0119,Q2,Q2 2023,45,43,2,1,95.6,No
STU0119,Q3,Q3 2023,45,43,2,0,95.6,No
STU0119,Q4,Q4 2023,45,42,3,0,93.3,No
STU0120,Q1,Q1 2023,45,44,1,0,97.8,No
STU0120,Q2,Q2 2023,45,43,2,0,95.6,No
STU0120,Q3,Q3 2023,45,43,2,1,95.6,No
STU0120,Q4,Q4 2023,45,45,0,0,100,No
